,text,neg,neu,pos,compound
592,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",,,,
593,"RT @CoachBalto: Global warming is coming for your cars, not those bicyclist wanting protected bike lanes.  https://t.co/JvgZcCZrH2",,,,
594,"RT @TomTSEC: Due to global warming, it is currently -31C in Edmonton Alberta.",,,,
595,Without that global warming .....Edmonton would have been in  trouble ..... https://t.co/y2MW9pmx7B,,,,
596,"RT @constantin_t: 💎 “No one has ever shown that human emissions of #CO2 drives global warming!” - Australian Geologist, Professor #IanPlime…",,,,
597,@Merica_81 Babe we have to save the world by getting more boosters and I just donated the rest of our savings to fight the war in Ukraine. Ps global warming is trumps fault just confirmed. Knew it.,,,,
598,"@GregorMacdonald Renewables going fwd have cost benefits which everyone is interested in. Renewables 2010-20 &amp; earlier were mostly driven by ideology (global warming concerns), not economics.  Non-buyers incl the many that disagreed with the ideology or agreed with it but refused the higher cost",,,,
599,Global Warming To Activate Zombie Viruses https://t.co/gklcXpxem9,,,,
4,,0.08,0.768,0.153,0.5574
7,,0.049,0.757,0.194,0.9618
12,,0.053,0.798,0.149,0.9645
14,,0.046,0.815,0.139,0.9676
28,,0.056,0.814,0.13,0.9849
69,,0.081,0.79,0.129,0.9879
78,,0.083,0.776,0.141,0.9964
79,,0.083,0.777,0.139,0.9961
81,,0.081,0.78,0.139,0.9968
85,,0.08,0.781,0.139,0.9971
104,,0.082,0.775,0.143,0.9984
107,,0.08,0.777,0.142,0.9986
112,,0.08,0.775,0.145,0.9989
114,,0.079,0.775,0.146,0.999
128,,0.086,0.77,0.144,0.9988
169,,0.09,0.763,0.147,0.9993
178,,0.09,0.763,0.147,0.9994
179,,0.09,0.763,0.147,0.9994
181,,0.091,0.762,0.147,0.9994
185,,0.09,0.761,0.149,0.9995
204,,0.086,0.764,0.149,0.9997
207,,0.085,0.766,0.148,0.9997
212,,0.091,0.761,0.147,0.9995
214,,0.091,0.762,0.147,0.9995
228,,0.091,0.762,0.147,0.9996
269,,0.092,0.759,0.149,0.9997
278,,0.091,0.758,0.151,0.9998
279,,0.091,0.758,0.151,0.9998
281,,0.091,0.758,0.151,0.9998
285,,0.09,0.76,0.15,0.9998
304,,0.092,0.759,0.149,0.9998
307,,0.092,0.759,0.149,0.9998
312,,0.092,0.759,0.149,0.9998
314,,0.092,0.76,0.149,0.9998
328,,0.093,0.758,0.149,0.9998
369,,0.092,0.756,0.152,0.9999
378,,0.091,0.758,0.151,0.9999
379,,0.091,0.758,0.151,0.9999
381,,0.091,0.759,0.151,0.9999
385,,0.09,0.758,0.151,0.9999
404,,0.093,0.758,0.15,0.9999
407,,0.093,0.757,0.15,0.9999
412,,0.092,0.758,0.15,0.9999
414,,0.093,0.757,0.15,0.9999
428,,0.093,0.756,0.15,0.9999
469,,0.092,0.757,0.151,0.9999
478,,0.091,0.758,0.152,0.9999
479,,0.092,0.757,0.151,0.9999
481,,0.093,0.756,0.151,0.9999
485,,0.093,0.756,0.151,0.9999
505,,0.093,0.756,0.151,0.9999
508,,0.094,0.755,0.151,0.9999
513,,0.094,0.755,0.151,0.9999
515,,0.094,0.756,0.151,0.9999
529,,0.093,0.755,0.152,0.9999
